match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_city,home_style,home_tactics,away_manager,away_gender,away_date,away_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert
1c9e6672,2021-11-04 19:00,Girona,Alcorcón,59.0,41.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Fran Fernández,Male,03/03/1981,"Salamanca, España",Defensivo,4-4-2,Estadi Municipal de Montilivi,4419.0,"Girona, España",Rafael Sánchez,Javier Garrido Concha,Fernando Estela,Armando Ramo Andrés,Daniel Ocón,Segunda División,Male,2021-2022,AFC Master Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License
1ca49479,2023-09-23 16:15,Levante,Eldense,41.0,59.0,Javier Calleja,Male,05/12/1978,"Madrid, España",Ofensivo,4-3-3,Fernando Estévez,Male,02/22/1963,"Jaén, España",Pragmático,4-4-2,Estadio Ciudad de Valencia,14845.0,"Valencia, España",Rafael Sánchez,Jesús Mira,José Hernández,Alejandro Ojaos,Gorka Sagues,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,,,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1ca4cc1c,2021-08-29 22:00,Burgos,Eibar,43.0,57.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Estadio Municipal de El Plantío,4373.0,"Burgos, España",David Gálvez,Guillermo Santiago,David Bernal Martín,Sergio Usón,Francisco Hernández,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License
1cac2981,2021-09-11 17:15,Las Palmas,Ibiza,63.0,37.0,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Juan Carlos Carcedo,Male,05/04/1972,"Mont-de-Marsan, Francia",Táctico,4-2-3-1,Estadio de Gran Canaria,11726.0,"Las Palmas de Gran Canaria, España",Víctor García Verdura,Unai García,Ángel Valverde,Carlos  Calderiña,Víctor Areces,Segunda División,Male,2021-2022,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
1cb4d5cc,2023-11-11 21:00,Real Madrid,Valencia,57.0,43.0,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Rubén Baraja,Male,07/11/1975,"Valladolid, España",Táctico,4-2-3-1,Estadio Santiago Bernabéu,72475.0,"Madrid, España",José Sánchez,Raúl Cabañero,Juan López,Imanol Irurtzun Artola,Santiago Jaime,La Liga,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
1ccc0d2c,2023-02-05 21:00,Barcelona,Sevilla,65.0,35.0,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Jorge Sampaoli,Male,03/13/1960,"Casilda, Argentina",Ofensivo,4-3-3,Camp Nou,77987.0,"Barcelona, España",José Sánchez,Raúl Cabañero,Juan López,Sergio Usón,José González,La Liga,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1cce05fb,2023-09-17 18:30,Espanyol,Eldense,63.0,37.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Fernando Estévez,Male,02/22/1963,"Jaén, España",Pragmático,4-4-2,Stage Front Stadium,20773.0,"Cornellá de Llobregat, España",Álvaro Moreno,Rodrigo Blázquez Sánchez,Mario Martín-Consuegra,Pedro Muñoz,Aitor Gorostegui,Segunda División,Male,2023-2024,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
1d0024c6,2023-05-03 19:30,Valencia,Villarreal,33.0,67.0,Rubén Baraja,Male,07/11/1975,"Valladolid, España",Táctico,4-2-3-1,Quique Setién,Male,09/27/1958,"Santander, España",Táctico,4-3-3,Estadio de Mestalla,43634.0,"Valencia, España",Jesús Gil,Ángel Nevado,Javier Martínez,José Antonio Sánchez,Xavi Estrada,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
1d60fb1b,2023-04-15 18:15,Levante,Villarreal,69.0,31.0,José Luis Sánchez Vera,Male,08/04/1958,"Madrid, España",Táctico,4-2-3-1,Sara Monforte,Female,05/21/1983,"Valencia, España",Táctico,4-3-3,Ciudad Deportiva de Buñol - Campo 1,,"Buñol, España",Beatriz Cuesta Arribas,Ignacio Camacho,Alex Teixeira,Lorena Trujilano,,Liga F,Female,2022-2023,UEFA Pro Referee License,,,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License
1d8a290e,2021-11-15 21:00,Málaga,Tenerife,50.0,50.0,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Estadio La Rosaleda,15700.0,"Málaga, España",Rafael Sánchez,Sergi López,Javier Garrido Concha,José Guzmán,José López,Segunda División,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License
1da1c618,2024-01-27 16:30,Sporting Huelva,Villarreal,47.0,53.0,Iván Rosado,Male,10/01/1981,"Madrid, España",Ofensivo,4-3-3,Sara Monforte,Female,05/21/1983,"Valencia, España",Táctico,4-3-3,Campo Federativo de la Orden,,"Algeciras, España",Beatriz Cuesta Arribas,,,Patricia Gómez Gómez,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,,AFC Master Referee Certification
1dd446e2,2022-03-18 21:00,Huesca,Burgos,58.0,42.0,Xisco,Male,05/06/1976,"Petra, España",Ofensivo,4-3-3,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Estadio El Alcoraz,4395.0,"Huesca, España",Francisco Hernández,Judit Romano,Álvaro González Narváez,Antonio Sánchez,Iñaki Bikandi,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License
1de90754,2023-04-15 18:30,Betis,Espanyol,52.0,48.0,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio Benito Villamarín,45313.0,"Sevilla, España",Alejandro Hernández,José Naranjo,Diego Sánchez,Francisco Ortega,Ricardo de Burgos,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e04d474,2023-09-16 18:30,Celta Vigo,Mallorca,60.0,40.0,Rafael Benítez,Male,04/16/1960,"Madrid, España",Defensivo,4-2-3-1,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Estadio de Balaídos,18693.0,"Vigo, España",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Manuel Camacho,Eduardo Prieto,La Liga,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License
1e086908,2023-02-25 16:15,Cádiz,Rayo Vallecano,42.0,58.0,Sergio,Male,03/10/1975,"Oviedo, España",Pragmático,4-2-3-1,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Estadio Nuevo Mirandilla,16703.0,"Jerez de la Frontera, España",Alejandro Muñíz,Ignacio Alonso,Fabián Blanco,Alberto Gómez Lameiro,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e16a159,2021-11-27 16:00,Burgos,Málaga,42.0,58.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio Municipal de El Plantío,7246.0,"Burgos, España",Juan Pulido,Francisco Arencibia,Josep Bordoy,Gorka Etayo Herrera,Saúl Ais,Segunda División,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e1d68ef,2023-04-23 14:00,Lugo,Málaga,48.0,52.0,Íñigo Vélez,Male,03/14/1988,"Getxo, España",Desarrollo Juvenil,4-3-3,Sergio Pellicer,Male,05/15/1973,"Torrent, España",Táctico,4-4-2,Estadio Anxo Carro,3407.0,"Lugo, España",Álvaro Moreno,Rodrigo Blázquez Sánchez,Miguel Ortuño,Fernando Román,Iñaki Bikandi,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e6b9495,2023-03-10 21:00,Oviedo,Tenerife,46.0,54.0,Álvaro Cervera,Male,11/20/1965,"Madrid, España",Defensivo,4-2-3-1,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Estadio Carlos Tartiere,15588.0,"Oviedo, España",Iosu Galech,Marcos Barroso Galán,David Fernández,Imanol Irurtzun Artola,Iñaki Bikandi,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e84131a,2022-01-30 21:00,Ponferradina,Tenerife,55.0,45.0,Bolo,Male,10/28/1970,"Oviedo, España",Pragmático,4-2-3-1,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Estadio El Toralín,3963.0,"Ponferrada, España",Gorka Sagues,Manuel López,Asier Pérez de Mendiola,Antonio Sánchez,Álvaro Moreno,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1e90c81f,2023-09-22 21:00,Cartagena,Eibar,44.0,56.0,Víctor Sánchez,Male,02/08/1977,"Valencia, España",Ofensivo,4-2-3-1,Joseba Etxeberria,Male,09/05/1977,"Elgoibar, España",Ofensivo,4-3-3,Estadio Municipal Cartagonova,7132.0,"Cartagena, España",Alejandro Quintero,Unai García,Manuel Sarmiento,Pablo Morales,José López,Segunda División,Male,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,
1ecbcbfa,2022-12-18 21:00,Málaga,Alavés,49.0,51.0,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio La Rosaleda,14813.0,"Málaga, España",Daniel Trujillo,Ricardo Landrove,Javier Garrido Concha,Salvador Lax,Rafael Sánchez,Segunda División,Male,2022-2023,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1edcbf7a,2022-08-12 21:00,Osasuna,Sevilla,35.0,65.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Lopetegui,Male,08/28/1966,"Asteasu, España",Táctico,4-3-3,Estadio El Sadar,18536.0,"Pamplona, España",Carlos del Cerro,Gonzalo García,Teodoro Sobrino,David López Jiménez,César Soto,La Liga,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License
1eebab4b,2021-12-05 21:00,Celta Vigo,Valencia,66.0,34.0,Eduardo Coudet,Male,09/12/1984,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Estadio de Balaídos,11361.0,"Vigo, España",Ricardo de Burgos,Roberto Díaz Pérez,Jon Núnez,Alberto Fuente Martín,Xavi Estrada,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,,UEFA Pro Referee License
1eecb0cd,2022-11-08 21:30,Osasuna,Barcelona,47.0,53.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Estadio El Sadar,21603.0,"Pamplona, España",Jesús Gil,Ángel Nevado,Javier Martínez,Alfonso Vicente Moral,Ignacio Iglesias,La Liga,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation
1f2a3a7f,2022-10-01 18:15,Barcelona,Madrid CFF,70.0,30.0,Jonatan Giráldez,Male,02/05/1987,"San Sebastián, España",Ofensivo,4-3-3,María Pry,Female,07/02/1985,"San Sebastián, España",Desarrollo Juvenil,4-2-3-1,Estadi Johan Cruyff,,"Barcelona, España",Bruno Gallo,Frédéric Duplus,Madson,Selina Álvarez Blanco,,Liga F,Female,2022-2023,UEFA Pro Referee License,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1f446f01,2022-08-27 19:30,CD Mirandés,Málaga,54.0,46.0,Joseba Etxeberria,Male,09/05/1977,"Elgoibar, España",Ofensivo,4-3-3,Pablo Guede,Male,11/02/1974,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,Estadio Municipal de Anduva,2644.0,"Miranda de Ebro, España",José López,Abraham Pérez,David Ortiz,José Pardeiro,Rubén Ávalos,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
1f55f98a,2023-02-04 16:00,Alavés,Levante,34.0,66.0,Iñigo Juaristi,Male,11/25/1980,"Bilbao, España",Defensivo,4-4-2,José Luis Sánchez Vera,Male,08/04/1958,"Madrid, España",Táctico,4-2-3-1,Ciudad Deportiva José Luis Compañón,,"Logroño, España",Elisabeth Calvo Valentín,Alex Teixeira,Gustavo Bou,Nuria Sanchez,,Liga F,Female,2022-2023,AFC Master Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
1f80c06f,2022-01-23 16:00,Sporting Gijón,Amorebieta,55.0,45.0,David Gallego,Male,06/17/1971,"Vilobí d'Onyar, España",Táctico,4-3-3,Íñigo Vélez,Male,03/14/1988,"Getxo, España",Desarrollo Juvenil,4-3-3,Estadio Municipal El Molinón,12970.0,"Gijón, España",Rafael Sánchez,Sergi López,Javier Garrido Concha,Daniel Pastoriza,Eduardo Prieto,Segunda División,Male,2021-2022,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,
1f998adf,2022-08-15 21:30,Betis,Elche,71.0,29.0,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Francisco,Male,10/06/1979,"Salamanca, España",Táctico,4-4-2,Estadio Benito Villamarín,50622.0,"Sevilla, España",Guillermo Cuadra,Ángel Nevado,José Garrido,Pedro Muñoz,José González,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification
1fb3fe60,2023-03-26 18:00,Levante,Real Sociedad,56.0,44.0,José Luis Sánchez Vera,Male,08/04/1958,"Madrid, España",Táctico,4-2-3-1,Natalia Arroyo,Female,02/22/1986,"Madrid, España",Táctico,4-4-2,Ciudad Deportiva de Buñol - Campo 1,,"Buñol, España",Amy Peñalver Pearce,Adriana García Fernández,Estefanía Benito Benito,Agenor Detofol,,Liga F,Female,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1fc0e34e,2022-10-20 21:00,Barcelona,Villarreal,69.0,31.0,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Unai Emery,Male,11/03/1971,"Hondarribia, España",Pragmático,4-2-3-1,Camp Nou,73261.0,"Barcelona, España",Carlos del Cerro,Guadalupe Porras,Gonzalo García,Antonio Soláns,Santiago Jaime,La Liga,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License
1fed9372,2024-01-21 18:30,Huesca,Eibar,44.0,56.0,Antonio Hidalgo,Male,01/21/1981,"La Línea de la Concepción, España",Táctico,4-3-3,Joseba Etxeberria,Male,09/05/1977,"Elgoibar, España",Ofensivo,4-3-3,Estadio El Alcoraz,5011.0,"Huesca, España",Saúl Ais,Marcos Saenén,Rubén Campo Hernández,Sergiu Claudiu Mureşan,Daniel Trujillo,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
1ffb4918,2024-02-11 16:15,Cartagena,CD Mirandés,36.0,64.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,Estadio Municipal Cartagonova,10455.0,"Cartagena, España",José López,David Ortiz,Josep Bordoy,Juan Manrique,Gorka Sagues,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
2016acf4,2022-12-04 12:00,Valencia,Atlético Madrid,42.0,58.0,Andrea Esteban,Female,03/20/1989,"Bilbao, España",Ofensivo,4-3-3,Matheus Cavichioli,Male,04/27/1986,"Porto Alegre, Brasil",Defensivo,4-4-2,Ciudad Deportiva del Valencia Campo 1,,"Paterna, España",Marta Huerta de Aza,Judit Romano García,Marina Molina,Selina Álvarez Blanco,,Liga F,Female,2022-2023,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
201b86f7,2022-03-19 16:15,Elche,Valencia,56.0,44.0,Francisco,Male,10/06/1979,"Salamanca, España",Táctico,4-4-2,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Estadio Manuel Martínez Valero,15780.0,"Elche, España",Miguel Ángel Ortiz Arias,Julián Villaseñor,Alejandro Estevez Iglesias,Juan Campos,Ignacio Iglesias,La Liga,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,
203142fe,2023-10-01 17:00,Levante Planas,Athletic Club,46.0,54.0,Thomas Fontaine,Male,10/07/1984,"Sèvres, Francia",Defensivo,4-2-3-1,Miguel Britos,Male,10/17/1984,"Maldonado, Uruguay",Defensivo,4-4-2,Camp Municipal Les Planes,,"Barcelona, España",Raquel Suárez González,Lidia Lombardero Díaz,Marina Molina,Karim Mossaoui,,Liga F,Female,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
2041bbd0,2021-09-20 21:00,Burgos,Las Palmas,41.0,59.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Estadio Municipal de El Plantío,5437.0,"Burgos, España",Iván Caparrós,Christian García,Jorge Manzano García,Sergiu Claudiu Mureşan,David Gálvez,Segunda División,Male,2021-2022,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
2060ad55,2023-11-04 14:00,Osasuna,Girona,50.0,50.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Estadio El Sadar,20100.0,"Pamplona, España",José Luis Munuera,Raúl Cabañero,Antonio Martínez,Abraham Domínguez,Valentín Pizarro,La Liga,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
20bbaf7b,2023-12-10 16:30,Real Betis,Atlético Madrid,35.0,65.0,María Pry,Female,07/02/1985,"San Sebastián, España",Desarrollo Juvenil,4-2-3-1,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Ciudad Deportiva Luis del Sol,,"Sevilla, España",Amy Peñalver Pearce,,,Ivan Herceg,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License
20c47249,2022-01-23 18:30,Real Sociedad,Getafe,70.0,30.0,Imanol Alguacil,Male,04/22/1971,"Orio, España",Ofensivo,4-3-3,Quique Flores,Male,02/23/1965,"Madrid, España",Pragmático,4-2-3-1,Estadio Municipal de Anoeta,27368.0,"San Sebastián, España",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Francisco Sáez Vital,David Medié,La Liga,Male,2021-2022,,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
20c84d6e,2022-02-12 21:00,Atlético Madrid,Getafe,50.0,50.0,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Quique Flores,Male,02/23/1965,"Madrid, España",Pragmático,4-2-3-1,Estadio Wanda Metropolitano,49375.0,"Madrid, España",Ricardo de Burgos,Roberto Díaz Pérez,Jon Núnez,Antonio Soláns,José González,La Liga,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License
21392431,2023-02-04 21:00,Betis,Celta Vigo,55.0,45.0,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Carlos Carvalhal,Male,12/04/1965,"Braga, Portugal",Táctico,4-4-2,Estadio Benito Villamarín,46595.0,"Sevilla, España",Carlos del Cerro,Guadalupe Porras,Gonzalo García,Víctor Pérez,Xavi Estrada,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
2181388a,2024-01-04 20:30,Las Palmas,Barcelona,44.0,56.0,García Pimienta,Male,08/01/1974,"Barcelona, España",Desarrollo Juvenil,4-3-3,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Estadio de Gran Canaria,31712.0,"Las Palmas de Gran Canaria, España",Pablo González,Israel Bárcena,Rubén Porras,Abraham Domínguez,Mario Melero,La Liga,Male,2023-2024,AFC Master Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation
21b1f2fd,2022-08-27 19:30,Rayo Vallecano,Mallorca,65.0,35.0,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Estadio del Rayo Vallecano,10944.0,"Madrid, España",José Sánchez,Raúl Cabañero,Juan López,Jaime Ruiz,David Medié,La Liga,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,
21ceb334,2024-02-03 20:00,Tenerife,FC Andorra,44.0,56.0,Asier Garitano,Male,02/20/1970,"Bergara, España",Táctico,4-2-3-1,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Estadio Heliodoro Rodríguez Lopéz,14824.0,"Santa Cruz de Tenerife, España",Andrés Fuentes,Carlos Martinez Caballero,Aitor Moleón,Juan Gordillo,Jon González,Segunda División,Male,2023-2024,,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License
21d55a92,2021-08-21 22:00,Alcorcón,Fuenlabrada,62.0,38.0,Anquela,Male,02/03/1958,"Linares, España",Pragmático,4-4-2,José Luis Oltra,Male,03/05/1969,"Valencia, España",Ofensivo,4-3-3,Estadio Santo Domingo,1044.0,"Alcorcón, España",Jon González,David Pérez,Fernando Estela,Manuel Pozueta,Víctor Areces,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License
21dd0af3,2022-02-07 21:00,Athletic Club,Espanyol,44.0,56.0,Marcelino,Male,08/14/1965,"Villaviciosa, España",Ofensivo,4-4-2,Vicente Moreno,Male,03/30/1974,"Massanassa, España",Ofensivo,4-2-3-1,San Mamés,30753.0,"Bilbao, España",César Soto,Guadalupe Porras,Miguel Martínez,Álvaro López,José González,La Liga,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
21e6fda4,2023-12-16 21:00,CD Mirandés,Albacete,38.0,62.0,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio Municipal de Anduva,2064.0,"Miranda de Ebro, España",Miguel González,Judit Romano,Daniel Novoa,Aimar Velasco,David Gálvez,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
2221fb1a,2021-12-01 21:00,Real Madrid,Athletic Club,62.0,38.0,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Marcelino,Male,08/14/1965,"Villaviciosa, España",Ofensivo,4-4-2,Estadio Santiago Bernabéu,33627.0,"Madrid, España",Isidro Díaz de Mera,Rubén Becerril,Dieg Aguado,Pablo Morales,Juan Martínez,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
2222471b,2023-04-02 18:30,FC Andorra,Málaga,71.0,29.0,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Sergio Pellicer,Male,05/15/1973,"Torrent, España",Táctico,4-4-2,Estadi Comunal d'Andorra la Vella,2120.0,"Andorra la Vella, Andorra",Mateo Busquets,Josep Bordoy,Víctor Jiménez,Francisco  Fernández Vidal,Gorka Sagues,Segunda División,Male,2022-2023,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification
